Title,Media URL,Destination Link,Description,Pinterest board
"Cusco, Peru - Summer 2024 - 35mm Film Photography #2",https://sjkonfilm.work/assets/images/vertical/full/IMG_5966.webp,https://sjkonfilm.work/pages/vertical.html,"Cusco, Peru - Summer 2024 - 35mm Film Photography #2. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
"Edinburgh, Scotland - Spring 2023 - 35mm Film Photography",https://sjkonfilm.work/assets/images/vertical/full/IMG_7945 Copy.webp,https://sjkonfilm.work/pages/vertical.html,"Edinburgh, Scotland - Spring 2023 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
Southern Utah - Summer 2024 - 35mm Film Photography,https://sjkonfilm.work/assets/images/vertical/full/IMG_7326.webp,https://sjkonfilm.work/pages/vertical.html,"Southern Utah - Summer 2024 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
"Tokyo, Japan - Autumn 2025 - 35mm Film Photography #14",https://sjkonfilm.work/assets/images/vertical/full/IMG_4704.webp,https://sjkonfilm.work/pages/vertical.html,"Tokyo, Japan - Autumn 2025 - 35mm Film Photography #14. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
"Tokyo, Japan - Autumn 2025 - 35mm Film Photography #15",https://sjkonfilm.work/assets/images/vertical/full/IMG_4780.webp,https://sjkonfilm.work/pages/vertical.html,"Tokyo, Japan - Autumn 2025 - 35mm Film Photography #15. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
"Tokyo, Japan - Autumn 2025 - 35mm Film Photography #16",https://sjkonfilm.work/assets/images/vertical/full/IMG_4802.webp,https://sjkonfilm.work/pages/vertical.html,"Tokyo, Japan - Autumn 2025 - 35mm Film Photography #16. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
"Seattle, Washington - Winter 2026 - 35mm Film Photography #3",https://sjkonfilm.work/assets/images/vertical/full/IMG_5799.webp,https://sjkonfilm.work/pages/vertical.html,"Seattle, Washington - Winter 2026 - 35mm Film Photography #3. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
Cuba - Summer 2026 - 35mm Film Photography #70,https://sjkonfilm.work/assets/images/vertical/full/000000020019.webp,https://sjkonfilm.work/pages/vertical.html,"Cuba - Summer 2026 - 35mm Film Photography #70. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
Cuba - Summer 2026 - 35mm Film Photography #71,https://sjkonfilm.work/assets/images/vertical/full/000000020029.webp,https://sjkonfilm.work/pages/vertical.html,"Cuba - Summer 2026 - 35mm Film Photography #71. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
Cuba - Summer 2026 - 35mm Film Photography #72,https://sjkonfilm.work/assets/images/vertical/full/000000020036.webp,https://sjkonfilm.work/pages/vertical.html,"Cuba - Summer 2026 - 35mm Film Photography #72. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
"Bend, Oregon - Spring 2026 - 35mm Film Photography #3",https://sjkonfilm.work/assets/images/vertical/full/000000030024.webp,https://sjkonfilm.work/pages/vertical.html,"Bend, Oregon - Spring 2026 - 35mm Film Photography #3. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
Cuba - Summer 2026 - 35mm Film Photography #73,https://sjkonfilm.work/assets/images/vertical/full/000000040014.webp,https://sjkonfilm.work/pages/vertical.html,"Cuba - Summer 2026 - 35mm Film Photography #73. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
Cuba - Summer 2026 - 35mm Film Photography #74,https://sjkonfilm.work/assets/images/vertical/full/000000050021.webp,https://sjkonfilm.work/pages/vertical.html,"Cuba - Summer 2026 - 35mm Film Photography #74. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
Cuba - Summer 2026 - 35mm Film Photography #75,https://sjkonfilm.work/assets/images/vertical/full/000000050023.webp,https://sjkonfilm.work/pages/vertical.html,"Cuba - Summer 2026 - 35mm Film Photography #75. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
Cuba - Summer 2026 - 35mm Film Photography #76,https://sjkonfilm.work/assets/images/vertical/full/000000050024.webp,https://sjkonfilm.work/pages/vertical.html,"Cuba - Summer 2026 - 35mm Film Photography #76. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
Cuba - Summer 2026 - 35mm Film Photography #77,https://sjkonfilm.work/assets/images/vertical/full/000000050032.webp,https://sjkonfilm.work/pages/vertical.html,"Cuba - Summer 2026 - 35mm Film Photography #77. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
Cuba - Summer 2026 - 35mm Film Photography #78,https://sjkonfilm.work/assets/images/vertical/full/000000070014.webp,https://sjkonfilm.work/pages/vertical.html,"Cuba - Summer 2026 - 35mm Film Photography #78. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Explore more film photography at sjkonfilm.work.",Vertical Film Shots & Portraits
